#Time,Flux(1.0-10kev)erg/cm^2/s(cons*cflx*tbabs*(2BBPL)absorbed, #lower, ‫#‬upper_error, ‫#‬Luminusity(erg/s),Obs

1510.2022 -10.8988 -10.9049 -10.8927  0902334101 
2210.2022 -10.9794 -10.9864 -10.9724  0882184001
