#Time,Flux(1.0-10kev)erg/cm^2/s(cons*tbabs*cflux(2BBPL)de-absorbed, #lower,upper_error, Luminusity(erg/s),Obs

1510.2022 -10.7547 -10.7583 -10.7512  0902334101
2210.2022 -10.8428 -10.8469 -10.8387  0882184001





