
#;NAME;P0;P1;BINARY;ASSOC;PSR;
;;(s);;(type);;TYPE;
3050;J1924+1917;1.277942;1.99e-16;*;*;*;
3051;J1924+1923g;0.689240;*;*;*;*;
3052;J1924+1932g;0.388860;*;*;*;*;
3053;J1924+2027g;0.001950;*;*;*;*;
3054;J1924+2037g;0.684800;*;*;*;*;
3055;B1922+20;0.237790;2.09e-15;*;*;*;
3056;J1925+1532g;1.655100;*;*;*;*;
3057;J1925+1629g;0.004110;*;*;*;*;
3058;J1925+1636g;0.049710;*;*;*;*;
3059;J1925+1720;0.075659;1.05e-14;*;GRS:4FGL_J1925.2+1729[sbc+19];HE[lbh+15],HE[sbc+19];
3060;J1925+19;1.916353;*;*;*;*;
3061;J1925-16;3.885800;*;*;*;RRAT;
3062;B1923+04;1.074080;2.46e-15;*;*;*;
3063;J1926+0737;0.318062;3.75e-16;*;*;*;
3064;B1924+14;1.324922;2.19e-16;*;*;*;
3065;J1926+1452g;0.304510;*;*;*;*;
3066;J1926+1614;0.308306;3.35e-17;*;*;*;
3067;J1926+1631g;0.678390;*;*;*;*;
3068;B1924+16;0.579823;1.80e-14;*;*;*;
3069;J1926+1857g;0.278730;*;*;*;*;
3070;B1924+19;1.346012;1.43e-15;*;*;*;
3071;J1926+2016;0.299072;3.50e-15;*;*;*;
3072;J1926-0652;1.608816;3.91e-16;*;*;*;
3073;J1926-1314;4.864284;3.64e-14;*;*;*;
3074;J1927+0911;0.290305;6.35e-17;*;*;*;
3075;J1927+1430g;0.202880;*;*;*;*;
3076;J1927+1849g;0.312000;*;*;*;RRAT[zhx+23];
3077;B1925+18;0.482766;1.16e-16;*;*;*;
3078;B1925+188;0.298313;2.24e-15;*;*;*;
3079;J1927+1940g;*;*;*;*;RRAT[zhx+23];
3080;B1925+22;1.431066;7.71e-16;*;*;*;
3081;J1928+1245;0.003022;1.68e-20;ELL1;*;*;
3082;J1928+1443;1.010739;2.10e-16;*;*;*;
3083;J1928+15;0.403000;*;*;*;RRAT;
3084;J1928+1725;0.289838;*;*;*;*;
3085;J1928+1746;0.068730;1.32e-14;*;GRS:[sbc+19];HE[sbc+19];
3086;J1928+1809g;0.294460;*;*;*;*;
3087;J1928+1816g;0.010540;*;*;*;*;
3088;J1928+1839g;2.260910;*;*;*;*;
3089;J1928+1852g;0.792810;*;*;*;*;
3090;J1928+1902g;0.005800;*;*;*;*;
3091;J1928+1915g;0.974350;*;*;*;*;
3092;J1928+1923;0.817330;6.35e-15;*;*;*;
3093;J1928+28;1.063000;*;*;*;*;
3094;J1928-0108;2.365714;2.80e-15;*;*;*;
3095;J1928-0548;0.028041;1.06e-19;*;*;*;
3096;J1929+00;1.166900;*;*;*;*;
3097;J1929+0132;0.006418;8.56e-21;ELL1;*;*;
3098;J1929+1357;0.866927;3.66e-15;*;*;*;
3099;J1929+16;0.529681;*;*;*;*;
3100;J1929+1615g;0.044600;*;*;*;*;
3101;J1929+1731g;3.995400;*;*;*;*;
3102;B1926+18;1.220470;2.36e-15;*;*;*;
3103;J1929+19;0.339216;*;*;*;*;
3104;J1929+1937g;0.563730;*;*;*;*;
3105;J1929+1955;0.257832;2.56e-15;*;*;*;
3106;J1929+2121;0.723599;2.14e-15;*;*;*;
3107;J1929+3817;0.814215;6.10e-16;*;*;*;
3108;J1929+62;1.456000;*;*;*;*;
3109;J1929+66;0.806000;*;*;*;*;
3110;J1929+6630;0.806017;7.01e-16;*;*;*;
3111;B1927+13;0.760032;3.66e-15;*;*;*;
3112;J1930+1357g;0.323540;*;*;*;*;
3113;J1930+1403g;0.003210;*;*;*;*;
3114;J1930+1408;0.425720;1.90e-18;*;*;*;
3115;J1930+1722;1.609706;8.81e-16;*;*;*;
3116;J1930+1852;0.136855;7.51e-13;*;SNR:G54.1+0.3,XRS:;HE;
3117;J1930+2441;0.005767;8.65e-21;ELL1;*;*;
3118;J1930+6205;1.456115;1.66e-15;*;*;*;
3119;J1930-1852;0.185520;1.80e-17;BT;*;*;
3120;J1931+1439;1.779226;6.33e-15;*;*;*;
3121;B1929+15;0.314355;5.01e-15;*;*;*;
3122;J1931+1817;0.234131;1.07e-13;*;*;*;
3123;J1931+1952;0.501123;1.01e-16;*;*;*;
3124;J1931+30;0.582126;*;*;*;*;
3125;J1931+42;*;*;*;*;RRAT[gac+21];
3126;J1931-0144;0.593661;2.93e-17;*;*;*;
3127;B1929+10;0.226519;1.16e-15;*;*;HE[yhh94];
3128;J1932+1500;1.864332;4.59e-16;BT;*;*;
3129;J1932+1756;0.041831;4.32e-19;DD;*;*;
3130;J1932+1916;0.208218;9.32e-14;*;GRS:4FGL_J1932.3+1916[aab+22];NRAD[aab+22];
3131;B1929+20;0.268217;4.22e-15;*;*;*;
3132;J1932+2126g;*;*;*;*;RRAT[zhx+23];
3133;B1930+22;0.144470;5.76e-14;*;GRS:4FGL_J1932.2+2221[aab+22];HE[sbc+19];
3134;J1932-3655;0.571421;2.86e-16;*;*;*;
3135;J1933+0758;0.437454;2.18e-16;*;*;*;
3136;B1930+13;0.928324;3.18e-16;*;*;*;
3137;J1933+1726;0.021507;4.90e-20;ELL1;*;*;
3138;J1933+1923g;0.371730;*;*;*;*;
3139;J1933+2038g;0.040750;*;*;*;*;
3140;J1933+2401g;*;*;*;*;RRAT[zhx+23];
3141;B1931+24;0.813690;8.11e-15;*;*;*;
3142;J1933+5335;2.052574;1.26e-15;*;*;*;
3143;J1933-6211;0.003543;3.87e-21;T2;*;*;
3144;J1934+1926;0.230984;2.68e-18;*;*;*;
3145;J1934+2341g;*;*;*;*;RRAT[zhx+23];
3146;J1934+2352;0.178432;1.31e-13;*;*;*;
3147;J1934+5219;0.568442;8.40e-17;*;*;*;
3148;J1935+1159;1.939758;9.48e-16;*;*;*;
3149;B1933+16;0.358738;6.00e-15;*;*;*;
3150;J1935+1726;0.004200;*;ELL1;*;*;
3151;B1933+17;0.654408;3.78e-16;*;*;*;
3152;J1935+1829;0.843548;2.32e-15;*;*;*;
3153;J1935+1841g;5.529000;*;*;*;RRAT[zhx+23];
3154;J1935+1901g;0.897000;*;*;*;RRAT[zhx+23];
3155;J1935+2025;0.080118;6.08e-14;*;*;*;
3156;J1935+2154;3.244980;*;*;XRS:SGR_1935+2154,SNR:G57.2+0.8(?)[gae14;AXP,NRAD;
3157;B1933+15;0.967338;4.04e-15;*;*;*;
3158;J1936+18;0.058345;*;*;*;*;
3159;J1936+1952g;0.009720;*;*;*;*;
3160;J1936+2036g;0.032920;*;*;*;*;
3161;J1936+2042;1.390723;4.94e-14;*;*;*;
3162;J1936+21;0.642960;*;*;*;*;
3163;J1936+217;0.031582;*;*;*;*;
3164;J1937+1505;2.872774;5.61e-15;*;*;*;
3165;J1937+1658;0.003958;1.32e-20;ELL1;*;*;
3166;B1935+25;0.200980;6.43e-16;*;*;*;
3167;J1937+2950;1.657429;3.48e-15;*;*;*;
3168;J1937-00;0.240100;*;*;*;*;
3169;J1938+0650;1.121562;5.68e-15;*;*;*;
3170;J1938+14;2.902500;*;*;*;*;
3171;J1938+1748g;7.106000;*;*;*;RRAT[zhx+23];
3172;J1938+2010;0.687082;3.40e-15;*;*;*;
3173;J1938+2012;0.002634;7.50e-22;ELL1;*;*;
3174;J1938+2213;0.166116;4.24e-14;*;*;*;
3175;J1938+2659;0.883332;3.23e-15;*;*;*;
3176;J1938+6604;0.022259;1.95e-20;ELL1;*;*;
3177;J1938-0940;0.173867;2.97e-18;*;*;*;
3178;J1939+10;2.310000;*;*;*;*;
3179;B1937+21;0.001558;1.05e-19;*;*;HE[tst+01];
3180;J1939+2352g;2.145340;*;*;*;*;
3181;B1937+24;0.645302;1.83e-14;*;*;*;
3182;J1939+2609;0.466963;5.20e-18;*;*;*;
3183;J1940+0239;1.232240;*;*;*;*;
3184;J1940+2203g;11.906000;*;*;*;RRAT[zhx+23];
3185;J1940+2231g;5.682000;*;*;*;RRAT[zhx+23];
3186;J1940+2245;0.258912;1.27e-14;*;*;*;
3187;J1940+2337;0.546824;7.68e-14;*;*;*;
3188;J1940+26;0.004814;*;*;*;*;
3189;J1940-0902;0.978468;1.88e-15;*;*;*;
3190;J1940-24;0.098200;*;*;*;*;
3191;J1940-2403;1.855276;*;*;*;*;
3192;J1941+0121;0.217317;1.91e-16;*;*;*;
3193;J1941+1026;0.905394;9.96e-16;*;*;*;
3194;J1941+1341;0.559084;1.24e-15;*;*;*;
3195;J1941+2525;2.306153;1.61e-13;*;*;*;
3196;J1941+4320;0.840906;1.15e-15;*;*;*;
3197;B1937-26;0.402858;9.56e-16;*;*;*;
3198;J1942+0147;1.405040;*;*;*;*;
3199;B1939+17;0.696262;1.01e-16;*;*;*;
3200;J1942+3941;1.353291;7.14e-17;*;*;*;
3201;J1942+8106;0.203558;3.69e-17;*;*;*;
3202;J1942-2019;0.275133;1.23e-17;*;*;*;
3203;J1943+0609;0.446226;4.66e-16;*;*;*;
3204;J1943+2210;0.005084;8.79e-21;ELL1;*;*;
3205;J1943+5815;1.270847;4.09e-16;*;*;*;
3206;B1940-12;0.972429;1.66e-15;*;*;*;
3207;J1944+0907;0.005185;1.73e-20;*;*;*;
3208;B1942+17;1.996899;7.30e-16;*;*;*;
3209;J1944+2236;0.003618;7.46e-21;*;*;*;
3210;J1944-10;0.409135;*;*;*;RRAT;
3211;B1941-17;0.841158;9.86e-16;*;*;*;
3212;J1945+07;1.073900;*;*;*;*;
3213;J1945+1211;4.756796;3.78e-15;*;*;*;
3214;B1943+18;1.068708;2.42e-16;*;*;*;
3215;B1942-00;1.045632;5.35e-16;*;*;*;
3216;J1946+14;2.282440;*;*;*;*;
3217;B1944+17;0.440618;2.41e-17;*;*;*;
3218;J1946+2052;0.016960;9.20e-19;DD;*;*;
3219;B1944+22;1.334450;8.89e-16;*;*;*;
3220;J1946+24;4.729000;*;*;*;RRAT;
3221;J1946+2535;0.515167;5.64e-15;*;*;*;
3222;J1946+2611;0.435060;2.20e-14;*;*;*;
3223;J1946+3417;0.003170;3.16e-21;DD;GRS:[sbc+19];HE[sbc+19];
3224;J1946-09;0.091200;*;*;*;*;
3225;J1946-1312;0.491865;1.99e-15;*;*;*;
3226;B1943-29;0.959448;1.49e-15;*;*;*;
3227;J1946-5403;0.002710;*;BT;GRS:4FGL_J1946.5-5402[aab+22];HE[ckr+15];
3228;J1947+0915;1.480744;4.78e-16;*;*;*;
3229;J1947+10;1.110944;*;*;*;*;
3230;J1947+1957;0.157509;5.23e-16;*;*;*;
3231;J1947+2011g;0.008170;*;*;*;*;
3232;J1947-18;0.002603;*;*;*;*;
3233;J1947-4215;1.798069;*;*;*;*;
3234;J1947-43;0.180940;*;*;*;*;
3235;J1948+1808;0.394354;2.27e-16;*;*;*;
3236;J1948+2314g;1.471000;*;*;*;RRAT[zhx+23];
3237;J1948+2333;0.528352;1.36e-14;*;*;*;
3238;J1948+2438g;1.903000;*;*;*;RRAT[zhx+23];
3239;J1948+2551;0.196627;9.02e-15;*;*;*;
3240;J1948+2819;0.932693;6.13e-14;*;*;*;
3241;B1946+35;0.717311;7.06e-15;*;*;*;
3242;J1948-27;0.332000;*;*;*;*;
3243;J1949+2306;1.319373;1.23e-16;*;*;*;
3244;J1949+2516g;0.410340;*;*;*;*;
3245;J1949+3106;0.013138;9.39e-20;DDGR;*;*;
3246;J1949+3426;0.388539;2.02e-16;*;*;*;
3247;B1946-25;0.957617;3.27e-15;*;*;*;
3248;J1950+05;0.455934;*;*;*;*;
3249;J1950+2352g;0.319760;*;*;*;*;
3250;J1950+2414;0.004305;1.88e-20;DDGR;GRS:4FGL_J1950.6+2416[aab+22];HE[kls+15],HE[aab+22];
3251;J1950+2556g;2.038640;*;*;*;*;
3252;J1950+3001;2.788918;1.49e-13;*;*;*;
3253;J1951+1123;5.094083;3.03e-15;*;*;*;
3254;J1951+4724;0.181928;3.01e-14;*;*;*;
3255;B1949+14;0.275026;1.28e-16;*;*;*;
3256;J1952+2513;1.077647;1.06e-15;*;*;*;
3257;J1952+2630;0.020732;4.27e-18;ELL1H+;*;*;
3258;J1952+2702g;0.004140;*;*;*;*;
3259;J1952+2836g;0.018020;*;*;*;*;
3260;J1952+3021;1.665665;1.08e-14;*;*;*;
3261;B1951+32;0.039531;5.84e-15;*;GRS:4FGL_J1952.9+3252[aab+22],SNR:CTB80[;HE[sof95],HE[aaa+10m];
3262;J1953+1149;0.851890;2.86e-15;*;*;*;
3263;J1953+1844;0.004444;2.19e-20;ELL1;GC:M71(NGC6838)[plj+23];*;
3264;J1953+1844g;0.004440;*;*;*;*;
3265;J1953+1846A;0.004888;*;BT;GC:M71(NGC6838)[hrs+07];*;
3266;J1953+1846B;0.079900;*;*;GC:M71(NGC6838)[pqm+21];*;
3267;J1953+1846C;0.028930;*;*;GC:M71(NGC6838)[pqm+21];*;
3268;J1953+1846D;0.100670;*;*;GC:M71(NGC6838)[pqm+21];*;
3269;J1953+2732;1.333965;1.77e-15;*;*;*;
3270;J1953+2819;1.011002;2.14e-15;*;*;*;
3271;J1953+30;1.271200;*;*;*;*;
3272;J1954+1021;2.099440;1.73e-15;*;*;*;
3273;J1954+2407;0.193405;1.06e-15;*;*;*;
3274;J1954+2529;0.931210;1.26e-15;DD;*;*;
3275;J1954+2836;0.092709;2.12e-14;*;GRS:4FGL_J1954.3+2836[aab+22];NRAD[aab+22];
3276;B1952+29;0.426677;1.71e-18;*;*;*;
3277;J1954+3852;0.352933;6.60e-15;*;*;*;
3278;J1954+4357;1.387041;2.20e-15;*;*;*;
3279;J1955+2527;0.004873;9.12e-21;*;*;*;
3280;B1953+29;0.006133;2.97e-20;DD;*;*;
3281;J1955+2912g;0.279510;*;*;*;*;
3282;J1955+2930;1.073878;3.36e-15;*;*;*;
3283;B1953+50;0.518938;1.37e-15;*;*;*;
3284;J1955+6708;0.008565;1.26e-20;*;*;*;
3285;J1955-0907;0.484000;*;*;*;RRAT[mss+20];
3286;J1956+07;5.012480;*;*;*;*;
3287;J1956+0838;0.303911;2.20e-16;*;*;*;
3288;J1956+2826g;0.071790;*;*;*;*;
3289;J1956+2911g;3.816000;*;*;*;RRAT[zhx+23];
3290;J1956-2752;0.260014;*;*;*;RRAT[kkl+15];
3291;J1957+2516;0.003962;2.74e-20;ELL1;GRS:4FGL_J1957.3+2517[aab+22];HE[lbh+15],HE[aab+22];
3292;J1957+2831;0.307683;3.11e-15;*;SNR:G65.1+0.6(?)[tl06];*;
3293;J1957+5033;0.374807;7.08e-15;*;GRS:4FGL_J1957.6+5033[aab+22];NRAD[aab+22];
3294;J1957-0002;0.965096;8.05e-16;*;*;*;
3295;J1958+2846;0.290389;2.12e-13;*;GRS:4FGL_J1958.7+2846[aab+22];NRAD[aab+22];
3296;J1958+3033;1.098581;6.46e-15;*;*;*;
3297;J1958+56;0.311800;*;*;*;*;
3298;B1957+20;0.001607;1.69e-20;BT;GRS:4FGL_J1959.5+2048[aab+22],XRS:[hb07a;HE[aaa+10g];
3299;J1959+3620;0.406081;3.60e-17;*;*;*;
3300;J2000+2920;3.073783;3.74e-14;*;*;*;
3301;J2001+0701;0.006820;1.44e-20;ELL1;*;*;
3302;J2001+4209g;*;*;*;*;RRAT[zhx+23];
3303;J2001+4258;0.719166;1.73e-14;*;*;*;
3304;J2001-0349;1.344724;1.12e-16;*;*;*;
3305;J2002+1637;0.276497;2.25e-16;*;*;*;
3306;J2002+30;0.421794;*;*;*;*;
3307;B2000+32;0.696761;1.05e-13;*;*;*;
3308;B2000+40;0.905067;1.74e-15;*;*;*;
3309;J2003+2916;1.009877;3.41e-16;*;*;*;
3310;J2004+2653;0.665879;5.67e-17;*;*;*;
3311;B2002+31;2.111265;7.46e-14;*;*;*;
3312;J2004+3429;0.240953;2.07e-13;*;*;*;
3313;J2005+3154g;*;*;*;*;RRAT[zhx+23];
3314;J2005+3156g;2.146000;*;*;*;RRAT[zhx+23];
3315;J2005+3411g;0.651050;*;*;*;*;
3316;J2005+3547;0.615034;2.81e-16;*;*;*;
3317;J2005+3552;0.307943;2.99e-15;*;*;*;
3318;J2005-0020;2.279661;2.57e-14;*;*;*;
3319;J2006+0148;0.002164;3.30e-21;ELL1;GRS:4FGL_J2006.4+0147[aab+22];HE[drc+21];
3320;J2006+22;1.741900;*;*;*;*;
3321;J2006+3102;0.163695;2.49e-14;*;GRS:4FGL_J2006.2+3102[aab+22];HE[nab+13],HE[aab+22];
3322;J2006+4058;0.499695;2.84e-16;*;*;*;
3323;B2003-08;0.580871;4.60e-17;*;*;*;
3324;J2007+0809;0.325724;1.37e-16;*;*;*;
3325;J2007+0910;0.458735;3.32e-16;*;*;*;
3326;J2007+20;4.634000;*;*;*;RRAT;
3327;J2007+2722;0.024497;9.61e-19;*;*;*;
3328;J2007+3120;0.608205;1.56e-14;*;*;*;
3329;J2008+2513;0.589196;5.40e-15;*;*;*;
3330;J2008+2755g;1.519260;*;*;*;*;
3331;J2008+3139;0.226119;8.28e-17;*;*;*;
3332;J2008+3758;4.352303;7.20e-16;*;*;RRAT[cwp+17];
3333;J2009+3122g;0.076540;*;*;*;*;
3334;J2009+3326;1.438369;1.47e-15;*;*;*;
3335;J2010+2845;0.565369;9.07e-17;*;*;*;
3336;J2010+3051;0.004816;4.87e-21;ELL1;*;*;
3337;J2010+31;1.551540;*;*;*;*;
3338;J2010+3230;1.442448;3.62e-15;*;*;*;
3339;J2010-1323;0.005223;4.83e-21;*;*;*;
3340;J2011+3006g;2.505660;*;*;*;*;
3341;J2011+3331;0.931733;1.79e-15;*;*;*;
3342;J2012-2029;0.544002;5.48e-16;*;*;*;
3343;J2013+3058;0.276028;1.52e-16;*;*;*;
3344;J2013+3100g;0.368550;*;*;*;*;
3345;B2011+38;0.230194;8.85e-15;*;*;*;
3346;J2013-0649;0.580187;6.01e-16;*;*;*;
3347;J2014+3326g;0.977000;*;*;*;RRAT[zhx+23];
3348;J2015+0756;0.004328;6.67e-21;ELL1;*;*;
3349;J2015+2524;2.303299;5.10e-16;*;*;*;
3350;J2016+1948;0.064940;4.01e-19;BT;*;*;
3351;J2017+0603;0.002896;7.99e-21;ELL1H;GRS:4FGL_J2017.4+0602[aab+22],XRS:[pb15];HE;
3352;J2017+2043;0.537143;9.96e-16;*;*;*;
3353;J2017+2819g;1.832460;*;*;*;*;
3354;J2017+3625;0.166749;1.36e-15;*;GRS:4FGL_J2017.9+3625[aab+22],XRS:[wcp+1;NRAD[aab+22];
3355;J2017+5906;0.403478;2.22e-16;*;*;*;
3356;J2017-0414;0.040600;*;*;*;*;
3357;J2017-1614;0.002314;2.45e-21;ELL1;GRS:4FGL_J2017.7-1612[aab+22];HE;
3358;J2017-2737;0.224524;6.10e-15;*;*;*;
3359;B2016+28;0.557953;1.48e-16;*;*;*;
3360;J2018+3418g;2.191600;*;*;*;*;
3361;J2018+3431;0.387664;1.84e-15;*;*;*;
3362;J2018-0414;0.040612;6.60e-20;*;*;*;
3363;J2019+2425;0.003935;7.02e-21;BT;*;*;
3364;J2019+72;0.219000;*;*;*;*;
3365;J2021+3651;0.103741;9.57e-14;*;GRS:4FGL_J2021.1+3651[aab+22];HE[aaa+09d];
3366;J2021+4024g;0.370540;*;*;*;*;
3367;J2021+4026;0.265318;5.47e-14;*;GRS:4FGL_J2021.5+4026[aab+22],SNR:G78.2+;NRAD[aab+22];
3368;J2022+21;0.803500;*;*;*;*;
3369;J2022+2534;0.002646;6.16e-21;ELL1;*;*;
3370;B2020+28;0.343402;1.89e-15;*;*;*;
3371;J2022+3842;0.048579;8.61e-14;*;GRS:4FGL_J2022.3+3840[aab+22],XRS:CXOU_J;HE;
3372;J2022+3845g;1.008900;*;*;*;*;
3373;B2021+51;0.529197;3.06e-15;*;*;*;
3374;J2023+2853g;0.011330;*;*;*;*;
3375;B2022+50;0.372619;2.51e-15;*;*;*;
3376;J2024+48;1.262000;*;*;*;*;
3377;J2027+0255;0.010596;5.27e-20;*;*;*;
3378;B2025+21;0.398173;2.03e-16;*;*;*;
3379;J2027+4557;1.099651;3.09e-16;*;*;*;
3380;J2027+7502;0.515219;8.89e-16;*;*;*;
3381;J2028+3332;0.176707;4.86e-15;*;GRS:4FGL_J2028.3+3331[aab+22];NRAD[aab+22];
3382;J2029+34;1.819400;*;*;*;*;
3383;B2027+37;1.216805;1.23e-14;*;*;*;
3384;B2028+22;0.630513;8.85e-16;*;*;*;
3385;J2030+3641;0.200129;6.50e-15;*;GRS:4FGL_J2030.0+3641[aab+22];HE;
3386;J2030+3818g;0.133720;*;*;*;*;
3387;J2030+3833g;*;*;*;*;RRAT[zhx+23];
3388;J2030+3929g;1.718420;*;*;*;*;
3389;J2030+3944g;0.306180;*;*;*;*;
3390;J2030+4415;0.227070;6.48e-15;*;GRS:4FGL_J2030.9+4416[aab+22];NRAD[aab+22];
3391;J2030+55;0.579000;*;*;*;*;
3392;J2032+0701;0.409576;1.59e-16;*;*;*;
3393;J2032+4127;0.143246;1.13e-14;BT;GRS:4FGL_J2032.2+4127[aab+22],OPT:MT91_2;HE;
3394;J2033+0042;5.013400;9.69e-15;*;*;RRAT;
3395;J2033+1734;0.005949;1.11e-20;DD;*;*;
3396;J2033-1938;1.281719;4.55e-16;*;*;*;
3397;J2034+3632;0.003650;1.72e-21;*;GRS:4FGL_J2035.0+3632[aab+22];NRAD[nie+20];
3398;J2036+2835;1.358727;2.09e-15;*;*;*;
3399;J2036+6646;0.501927;9.40e-16;*;*;*;
3400;B2034+19;2.074377;2.04e-15;*;*;*;
3401;B2035+36;0.618715;4.50e-15;*;*;*;
3402;J2038+35;0.160000;*;*;*;*;
3403;B2036+53;1.424568;9.44e-16;*;*;*;
3404;J2038-3816;1.577289;4.16e-15;*;*;*;
3405;J2039-3616;0.003275;8.41e-21;ELL1;GRS:4FGL_J2039.4-3616[aab+22];HE[slr+14],HE[aab+22];
3406;J2039-5617;0.002651;1.42e-20;ELL1;GRS:4FGL_J2039.5-5617[aab+22];HE[cnv+21],HE[cms+21];
3407;J2040+1657;0.865606;5.95e-16;*;*;*;
3408;J2040-21;0.563000;*;*;*;*;
3409;J2042+0246;0.004534;1.40e-20;ELL1;GRS:4FGL_J2042.2+0245[aab+22];HE;
3410;J2043+1711;0.002380;5.24e-21;ELL1;GRS:4FGL_J2043.3+1711[aab+22];HE;
3411;J2043+2740;0.096131;1.27e-15;*;GRS:4FGL_J2043.7+2741[aab+22];HE[naa+11];
3412;J2043+7045;0.588000;*;*;*;*;
3413;J2044+28;1.618000;*;*;*;*;
3414;J2044+4614;1.392715;6.30e-16;*;*;*;
3415;J2045+0912;0.395555;1.95e-16;*;*;*;
3416;J2045+3633;0.031682;5.88e-19;DDGR;*;*;
3417;J2045-68;0.002960;*;*;GRS:4FGL_J2045.9-6835[aab+22];HE[aab+22];
3418;B2044+15;1.138286;1.82e-16;*;*;*;
3419;B2045+56;0.476735;1.11e-14;*;*;*;
3420;B2043-04;1.546938;1.47e-15;*;*;*;
3421;J2047+1053;0.004286;2.08e-20;BT;GRS:4FGL_J2047.3+1051[aab+22];HE;
3422;J2047+5029;0.445945;4.18e-15;*;*;*;
3423;J2048+2255;0.283901;1.52e-17;*;*;*;
3424;J2048+4951;0.568301;5.29e-15;*;*;*;
3425;B2045-16;1.961572;1.10e-14;*;*;*;
3426;J2050+1259;1.221020;5.04e-16;*;*;*;
3427;J2051+1248;0.553167;1.90e-17;*;*;*;
3428;J2051+4434g;1.303160;*;*;*;*;
3429;J2051+50;0.001680;*;*;GRS:4FGL_J2051.7+5051[aab+22];HE[aab+22];
3430;J2051-0827;0.004509;1.27e-20;ELL1;GRS:4FGL_J2051.0-0826[aab+22];HE[sbl+96],HE[wkh+12];
3431;J2052+1219;0.001985;6.70e-21;ELL1;GRS:4FGL_J2052.7+1218[aab+22];HE[cck+16],HE[aab+22];
3432;J2052+4421g;0.375310;*;*;*;*;
3433;J2053+1718;0.119268;2.86e-19;*;*;*;
3434;J2053+4650;0.012586;1.72e-19;DDH;*;*;
3435;J2053+4718;4.910379;1.48e-14;*;*;*;
3436;B2048-72;0.341336;1.98e-16;*;*;*;
3437;J2054-39;0.977000;*;*;*;*;
3438;J2055+15;0.002160;2.02e-20;*;GRS:4FGL_J2055.8+1545[aab+22];HE[dsm+13],HE[aab+22];
3439;B2053+21;0.815181;1.34e-15;*;*;*;
3440;J2055+2539;0.319561;4.10e-15;*;GRS:4FGL_J2055.8+2540[aab+22],XRS:XMMU_J;NRAD;
3441;B2053+36;0.221508;3.69e-16;*;*;*;
3442;J2055+3829;0.002089;1.00e-21;ELL1;*;*;
3443;J2057+21;1.166700;*;*;*;*;
3444;J2057+4701;0.559574;5.60e-14;*;*;*;
3445;J2102+38;1.190000;*;*;*;*;
3446;J2104+2830;0.405729;9.76e-17;*;*;*;
3447;J2105+07;3.746630;*;*;*;*;
3448;J2105+19;3.529700;*;*;*;RRAT[ttm18];
3449;J2105+28;0.405737;*;*;*;*;
3450;J2105+6223;2.304879;5.22e-15;*;*;RRAT[kkl+15];
3451;B2106+44;0.414871;8.62e-17;*;*;*;
3452;J2108+4516;0.577231;4.37e-15;DD;*;*;
3453;J2108-3429;1.423102;3.50e-15;*;*;*;
3454;J2111+2106;3.953853;3.24e-15;*;*;*;
3455;J2111+2132;1.059532;4.60e-16;*;*;*;
3456;J2111+40;4.061000;*;*;*;*;
3457;J2111+4606;0.157830;1.43e-13;*;GRS:4FGL_J2111.4+4606[aab+22];NRAD[aab+22];
3458;J2112+0740;0.275361;6.09e-17;*;*;*;
3459;J2112+4058;4.060755;6.99e-15;*;*;*;
3460;B2110+27;1.202852;2.62e-15;*;*;*;
3461;B2111+46;1.014685;7.15e-16;*;*;*;
3462;J2113+67;0.552170;*;*;*;*;
3463;J2113+73;*;*;*;*;RRAT[cwp+17];
3464;J2115+5448;0.002603;7.49e-20;ELL1;GRS:4FGL_J2115.1+5449[aab+22];HE;
3465;J2115+6702;0.552122;1.68e-16;*;*;*;
3466;J2116+1345;0.002219;1.76e-21;ELL1;GRS:4FGL_J2117.0+1344;HE[saa+23];
3467;B2113+14;0.440153;2.89e-16;*;*;*;
3468;J2116+3701;0.145884;5.27e-15;*;*;*;
3469;J2122+2426;0.541421;1.27e-16;*;*;*;
3470;J2123+36;1.294000;*;*;*;*;
3471;J2123+5434;0.138868;1.74e-19;*;*;*;
3472;B2122+13;0.694053;7.68e-16;*;*;*;
3473;J2124-3358;0.004931;2.06e-20;*;GRS:4FGL_J2124.7-3358[aab+22];HE[bt99],HE[aaa+09f];
3474;B2123-67;0.325771;2.26e-16;*;*;*;
3475;B2127+11A;0.110665;-2.10e-17;*;GC:M15(NGC7078);*;
3476;B2127+11B;0.056133;9.54e-18;*;GC:M15(NGC7078);*;
3477;B2127+11C;0.030529;4.99e-18;DD;GC:M15(NGC7078);*;
3478;B2127+11D;0.004803;-1.08e-18;*;GC:M15(NGC7078);*;
3479;B2127+11E;0.004651;1.78e-19;*;GC:M15(NGC7078);*;
3480;B2127+11F;0.004027;3.20e-20;*;GC:M15(NGC7078);*;
3481;B2127+11G;0.037660;2.00e-18;*;GC:M15(NGC7078);*;
3482;B2127+11H;0.006743;2.40e-20;*;GC:M15(NGC7078);*;
3483;J2129+1210I;0.005120;*;*;GC:M15(NGC7078)[pqm+21];*;
3484;J2129+4119;1.687418;8.54e-17;*;*;*;
3485;J2129-0429;0.007620;*;ELL1;GRS:4FGL_J2129.8-0428[aab+22],OPT:[bkb+1;HE;
3486;J2129-5721;0.003726;2.09e-20;T2;*;*;
3487;J2131-31;3.325000;*;*;*;*;
3488;J2133-0049A;0.010150;*;*;GC:NGC7089(M2)[pqm+21];*;
3489;J2133-0049B;0.006970;*;*;GC:NGC7089(M2)[pqm+21];*;
